ISBN	Title	Subtitle	Author	Editorial	Synopsis	Subject	SubjectCode
9788401328510	Los pilares de la tierra		Ken Follett	Plaza & Janés	En la Inglaterra del siglo XII, un monje, un constructor y una noble luchan por edificar la catedral más hermosa del mundo en el ficticio pueblo de Kingsbridge, mientras guerras civiles, intrigas eclesiásticas y rivalidades personales amenazan con destruirlo todo. Ken Follett teje magistralmente vidas humanas con la grandiosidad de la arquitectura gótica y la brutalidad de la época medieval. Una novela monumental que es a la vez historia, aventura y amor.	NOVELA HISTORICA	1307
9788401019609	Un mundo sin fin		Ken Follett	Plaza & Janés	Doscientos años después de los sucesos de Los pilares de la tierra, nuevos habitantes de Kingsbridge afrontan la devastación de la Peste Negra, las rivalidades gremiales y las guerras que sacuden la Inglaterra del siglo XIV. Merthin, un joven constructor de talento, y Caris, una mujer de ideas revolucionarias, lucharán por sus sueños en un mundo en transformación. Una épica continuación que recupera toda la grandeza de la primera novela.	NOVELA HISTORICA	1307
9788496546301	El médico		Noah Gordon	Ediciones B	En la Inglaterra del siglo XI, Rob Cole, un joven huérfano con un don extraordinario para percibir la muerte inminente, recorre medio mundo disfrazado de judío para estudiar medicina en Ispahán con el gran maestro Ibn Sina. La novela es un viaje apasionante por culturas, religiones y el despertar de la ciencia occidental. Una historia de superación, tolerancia y el eterno anhelo humano de sanar.	NOVELA HISTORICA	1307
9788484504900	Memorias de Adriano		Marguerite Yourcenar	Debolsillo	En forma de carta a su sucesor Marco Aurelio, el emperador Adriano repasa al final de su vida sus campañas militares, sus amores, su visión del poder y su profunda melancolía ante la decadencia que presiente. Yourcenar reconstruye con rigor y lirismo el mundo del Imperio Romano del siglo II, dando voz a uno de sus gobernantes más refinados e intelectuales. Una de las grandes novelas históricas del siglo XX.	NOVELA HISTORICA	1307
9788497592581	El nombre de la rosa		Umberto Eco	Debolsillo	El monje franciscano Guillermo de Baskerville llega a una abadía italiana del siglo XIV para investigar una serie de muertes misteriosas que se suceden entre sus muros. Junto a su novicio Adso de Melk, descifra laberintos de piedra y pergamino para encontrar la verdad oculta en una biblioteca prohibida. Una novela que es a la vez relato policial, reflexión filosófica y fascinante recreación del Medioevo.	NOVELA HISTORICA	1307
9788416259595	Veinte poemas de amor y una canción desesperada		Pablo Neruda	Debolsillo	Publicado en 1924 cuando Neruda tenía apenas veinte años, este poemario es una de las obras más leídas en lengua española, en la que el poeta canta con intensidad desbordante al amor, al deseo y a la pérdida. Sus versos combinan imágenes del paisaje chileno con la pasión erótica y la melancolía de lo que termina. Un libro iniciático que ha enamorado a generaciones de lectores en todo el mundo.	POESÍA	1312
9788497598156	Canto general		Pablo Neruda	Debolsillo	Obra monumental publicada en 1950, Canto general es un poema épico que recorre la historia, la naturaleza y los pueblos de América Latina desde sus orígenes precolombinos hasta el presente del poeta. Neruda celebra héroes anónimos, denuncia la opresión y reivindica la dignidad de los pueblos latinoamericanos con una voz poderosa y solidaria. Es considerada una de las cimas de la poesía en español del siglo XX.	POESÍA	1312
9788437607252	Poeta en Nueva York		Federico García Lorca	Cátedra	Escrito durante la estancia de Lorca en la Universidad de Columbia entre 1929 y 1930, este poemario refleja su choque con la modernidad deshumanizada de la gran metrópolis, la soledad, el racismo y la injusticia social. Con imágenes surrealistas de gran intensidad, el poeta expresa angustia existencial y una profunda compasión por los marginados. Una obra que rompió con sus trabajos anteriores y anticipa la poesía contemporánea.	POESÍA	1312
9788420646657	Antología poética		Antonio Machado	Alianza	Esta antología recoge los poemas más representativos de Antonio Machado, desde los versos íntimos y melancólicos de Soledades hasta los paisajes castellanos de Campos de Castilla y los aforismos filosóficos de sus Proverbios y cantares. La selección ofrece un recorrido por la evolución poética de uno de los grandes maestros de la generación del 98 español. Una lectura imprescindible para acercarse a la lírica española moderna.	POESÍA	1312
9788490322161	Cincuenta sombras de Grey		E.L. James	Debolsillo	La joven estudiante Anastasia Steele conoce al misterioso y poderoso empresario Christian Grey cuando lo entrevista para el periódico universitario, iniciando una relación que la arrastra a un mundo de emociones y contratos insospechados. La novela explora una apasionada historia de amor marcada por las heridas emocionales de Grey y los límites que ambos deben negociar. Fenómeno editorial mundial que conquistó a millones de lectores con su mezcla de romance y erotismo.	NOVELA ROMANTICA Y NEW ADULT	1305
9788499184401	Diario de una pasión		Nicholas Sparks	RBA	Noah Calhoun regresa a su pueblo natal en Carolina del Norte tras la Segunda Guerra Mundial con la esperanza de reencontrarse con Allie, el amor de su juventud, del que fue separado por la diferencia de clases. Décadas después, un anciano lee cada día un cuaderno a una mujer con pérdida de memoria para devolverle, aunque sea brevemente, el recuerdo de su historia de amor. Una novela romántica que celebra la fidelidad, la memoria y el amor que trasciende el tiempo.	NOVELA ROMANTICA Y NEW ADULT	1305
9788498724356	El psicoanalista		John Katzenbach	B de Bolsillo	El doctor Frederick Starks, un respetado psicoanalista de Nueva York, recibe el día de su cincuenta y tres cumpleaños un anónimo amenazante que le otorga quince días para averiguar la identidad del autor, bajo la amenaza de presenciar el asesinato sistemático de sus seres queridos. Sin confiar en la policía y guiado por las pistas retorcidas que su verdugo le va dejando, Starks emprende una desesperada investigación que lo obliga a escarbar en su propio pasado profesional. John Katzenbach construye un thriller psicológico implacable que se convirtió en uno de los mayores éxitos de la narrativa de suspense en lengua española.	THRILLER O NOVELA NEGRA	1303
9788488342331	La pequeña oruga glotona		Eric Carle	Kókinos	Una pequeña oruga sale del huevo un lunes con muchísima hambre y cada día de la semana devora más y más alimentos hasta sentirse pesada y atiborrada. Después de atravesar una hoja verde se envuelve en un capullo durante dos semanas y emerge transformada en una hermosa mariposa. Clásico absoluto del álbum infantil en formato cartoné, ideal para los más pequeños gracias a sus páginas agujereadas y sus colores llenos de vida.	0 - 2 AÑOS	1001
9788416126071	Adivina cuánto te quiero		Sam McBratney	Kókinos	La pequeña Liebre Color Avellana quiere explicarle a la Gran Liebre Color Avellana cuánto la quiere y ambas se embarcan en un juego tierno y conmovedor para medir la dimensión de su cariño. Con cada gesto que intenta abarcar su amor, la liebre adulta responde superándola con un cariño todavía mayor. Un álbum clásico sobre el vínculo entre padres e hijos, editado en tapa cartoné para los más pequeños con ilustraciones de Anita Jeram.	0 - 2 AÑOS	1001
9788420430225	Donde viven los monstruos		Maurice Sendak	Alfaguara Infantil	Max, un niño castigado sin cenar por portarse como un pequeño salvaje, navega con su imaginación hasta una isla poblada por monstruos a los que termina dominando y coronándose como su rey. Tras una noche de juegos feroces decide regresar a casa, donde lo espera la cena aún caliente. Obra maestra del álbum ilustrado contemporáneo y ganadora de la Medalla Caldecott en 1964.	3 - 5 AÑOS	1002
9788448823283	Elmer		David McKee	Beascoa	Elmer es un elefante de colores a cuadros que vive en una manada de elefantes grises y, cansado de sentirse distinto, decide teñirse del color de los demás. Al darse cuenta de que sin su alegría los otros elefantes pierden toda su gracia, Elmer aprende a celebrar su diferencia y sus compañeros instauran un día especial en su honor. Uno de los álbumes más queridos del mundo para enseñar a los niños el valor de la diversidad.	3 - 5 AÑOS	1002
9788484645641	¿A qué sabe la luna?		Michael Grejniec	Kalandraka	Los animales del bosque siempre se han preguntado a qué sabe la luna y un día deciden subirse unos sobre otros formando una torre para intentar alcanzarla y probar un pedacito. Cuando la pequeña ratoncita logra por fin morder su trozo, descubre una respuesta que sorprende a todos sus compañeros. Una fábula clásica sobre el trabajo en equipo y los sueños compartidos, publicada en la colección Libros para Soñar de Kalandraka.	3 - 5 AÑOS	1002
9788469605356	El grúfalo		Julia Donaldson	Bruño	Un pequeño ratón pasea por el bosque y, para espantar a los depredadores que quieren comérselo, inventa a un terrible monstruo llamado Grúfalo con enormes colmillos y garras afiladas. Cuando finalmente se encuentra cara a cara con un Grúfalo real, deberá usar su ingenio para salir ileso de la aventura. Un cuento en rima ilustrado por Axel Scheffler que se ha convertido en un clásico contemporáneo de la literatura infantil.	3 - 5 AÑOS	1002
9788492750368	Un libro		Hervé Tullet	Kókinos	Al abrir este álbum aparece un único punto amarillo en la página en blanco que el lector está invitado a presionar con el dedo para descubrir qué ocurre a continuación. A medida que se frotan, soplan, sacuden y golpean los puntos de colores, estos se multiplican, cambian de lugar y responden como por arte de magia a las acciones del niño. Una obra interactiva revolucionaria que demuestra que no hacen falta pantallas para jugar con las páginas de un libro.	LIBROS INTERACTIVOS	1013
9789802571079	Vamos a cazar un oso		Michael Rosen	Ediciones Ekaré	Una familia valiente sale de casa decidida a cazar un enorme oso y atraviesa a su paso campos de hierba alta, ríos helados, bosques oscuros, tormentas de nieve y cuevas misteriosas. Cuando por fin encuentran al verdadero oso, la expedición se convierte en una carrera frenética de regreso al hogar. Un clásico del álbum infantil con estructura acumulativa y rítmica, ilustrado por Helen Oxenbury e ideal para leer en voz alta.	3 - 5 AÑOS	1002
9789802572656	Buenas noches, gorila		Peggy Rathmann	Ediciones Ekaré	Cae la noche en el zoológico y el guardián hace su ronda para despedirse animal por animal sin darse cuenta de que un pequeño gorila travieso le ha robado las llaves y va liberando a todos sus compañeros a sus espaldas. Cuando el guardián llega por fin a su casa, descubre una sorpresa hilarante esperándolo en su dormitorio. Un álbum casi sin palabras que se ha convertido en un referente de la literatura infantil para los más pequeños.	3 - 5 AÑOS	1002
9788448821913	El pez Arcoíris		Marcus Pfister	Beascoa	El pez Arcoíris es el más hermoso del océano gracias a sus brillantes escamas multicolor, pero su vanidad lo mantiene solo y sin amigos entre los peces del arrecife. Solo cuando aprende a compartir sus escamas plateadas con los demás descubre que la verdadera felicidad se encuentra en la generosidad. Un clásico ilustrado con escamas holográficas que ha conquistado a niños de más de sesenta países.	3 - 5 AÑOS	1002
9788416126958	¡Oh! Un libro con sonidos		Hervé Tullet	Kókinos	Este álbum interactivo invita al lector a presionar, arrastrar y tocar puntos de colores que emiten diferentes sonidos imaginarios según la acción que realiza el niño. Las páginas cantan, rugen, susurran y ríen gracias únicamente a la participación activa del pequeño lector. Forma parte junto con Un libro y Colores de la trilogía interactiva más celebrada de Hervé Tullet.	LIBROS INTERACTIVOS	1013
9788493375911	Frederick		Leo Lionni	Kalandraka	Mientras sus compañeros ratones trabajan incansablemente recolectando comida para el largo invierno, Frederick parece no hacer nada y les explica que está reuniendo rayos de sol, colores y palabras para cuando más los necesiten. Cuando las provisiones se acaban y el frío se hace insoportable, los dones poéticos de Frederick resultan ser el más valioso de todos los alimentos. Una fábula clásica sobre la importancia del arte y la imaginación, publicada originalmente en 1967.	3 - 5 AÑOS	1002
9788494176562	Colores		Hervé Tullet	Kókinos	Un punto gris da la señal de salida a un juego lleno de colores que responden al tacto, a la presión y al movimiento del lector. Con cada gesto el niño descubre cómo se mezclan el rojo y el azul, cómo nacen nuevos tonos y cómo las páginas se transforman en una paleta viva. Segundo título de la trilogía interactiva de Hervé Tullet, continuación natural de Un libro.	LIBROS INTERACTIVOS	1013
9788466649902	¿Dónde está Wally?		Martin Handford	Ediciones B	Wally es un peculiar viajero con gafas y jersey a rayas rojas y blancas que se esconde en cada ilustración entre multitudes abarrotadas de personajes disparatados por encontrar. En esta edición conmemorativa los lectores recorren playas, estaciones de tren, aeropuertos y museos en busca del protagonista y de sus curiosos objetos perdidos. Un clásico de la literatura infantil de búsqueda visual que lleva décadas entreteniendo a niños y adultos por igual.	LIBROS DE ACTIVIDADES	1014
9788488342980	Alicia en el país de las maravillas		Robert Sabuda	Kókinos	Adaptación desplegable del clásico cuento de Lewis Carroll en la que Robert Sabuda recrea con minuciosos escenarios tridimensionales la caída de Alicia por la madriguera, el té del Sombrerero Loco y el juicio de la Reina de Corazones. Cada página despliega castillos, naipes y criaturas en movimiento que parecen cobrar vida al pasar las hojas. Una obra maestra de la ingeniería de papel para todas las edades.	LIBROS POP UP	1012
9788420467290	El topo que quería saber quién se había hecho aquello en su cabeza		Werner Holzwarth	Alfaguara	Un topo sale de su madriguera y descubre con horror que algo desagradable ha aterrizado justo encima de su cabeza, así que decide investigar al culpable preguntando a cada animal de la granja. Cada encuentro se convierte en una lección sorprendente sobre las distintas maneras en que los animales hacen sus necesidades. Un clásico contemporáneo del álbum infantil ilustrado por Wolf Erlbruch que combina humor escatológico con personajes inolvidables.	3 - 5 AÑOS	1002
9789681663469	Olivia		Ian Falconer	Fondo de Cultura Económica	Olivia es una cerdita imaginativa, vivaz y un poco presumida que llena cada día con un torbellino de actividades que agotan a toda su familia: canta, baila, se disfraza, visita museos y sueña con ser bailarina. Sus ilustraciones en blanco, negro y rojo la han convertido en uno de los personajes más reconocibles del álbum infantil contemporáneo. Ganadora del Caldecott Honor, es la primera aventura de una serie mundialmente querida.	3 - 5 AÑOS	1002
9788469600474	Querido zoo		Rod Campbell	Bruño	Un niño escribe al zoológico pidiendo una mascota y, con cada página, recibe un animal diferente escondido detrás de una solapa que el lector debe levantar para descubrirlo. Ninguno acaba de convencerle hasta que finalmente llega el animal perfecto. Un clásico con solapas publicado originalmente en 1982, ideal para enseñar animales y adjetivos básicos a los más pequeños.	0 - 2 AÑOS	1001
9789681636531	Willy el tímido		Anthony Browne	Fondo de Cultura Económica	Willy es un chimpancé amable y tímido al que unos gorilas abusadores llaman debilucho y, cansado de sentirse así, decide transformarse siguiendo un programa de ejercicio, boxeo y dieta especial anunciado en una revista. Cuando por fin se siente fuerte, un tropiezo inesperado le demuestra que su verdadero valor no está en los músculos. Uno de los álbumes más queridos del ilustrador británico Anthony Browne, publicado en la colección Los Especiales de A la Orilla del Viento.	3 - 5 AÑOS	1002
9788492412198	El libro negro de los colores		Menena Cottin	Libros del Zorro Rojo	Tomás es un niño ciego y en este álbum explica a los lectores videntes cómo experimenta él los colores a través del olfato, el gusto, el tacto y la emoción. Las ilustraciones en relieve sobre fondo negro invitan a leer con los dedos, de la misma manera en que Tomás percibe el mundo. Obra ilustrada por Rosana Faría, merecedora del Primer Premio Nuevos Horizontes en la Feria del Libro Infantil de Bolonia 2007 y traducida a dieciséis idiomas.	3 - 5 AÑOS	1002
9789580493921	Choco encuentra una mamá		Keiko Kasza	Norma	Choco es un pequeño pájaro amarillo que busca desesperadamente una mamá y pregunta a distintos animales si alguna de ellas podría ser su madre, aunque ninguna se parece a él. Cuando pierde toda esperanza aparece la señora Oso, que a pesar de ser tan diferente le ofrece exactamente el cariño que necesita. Un álbum tierno sobre la adopción y el significado verdadero del concepto de familia, clásico de la colección Buenas Noches de Norma.	3 - 5 AÑOS	1002
9788488342836	Pomelo es feliz		Ramona Bădescu	Kókinos	Pomelo es un elefantito rosa con una trompa larguísima que vive debajo de un diente de león y contempla el mundo del huerto con ternura y asombro filosófico. Entre sueños extraños, encuentros con hortalizas parlantes y celebraciones fuera de temporada, descubre que la felicidad se esconde en los pequeños detalles cotidianos. Primer título de una serie adorable y poética ilustrada por Benjamin Chaud que ha conquistado al público infantil más sofisticado.	3 - 5 AÑOS	1002
9788492608348	Pequeño azul y pequeño amarillo		Leo Lionni	Kalandraka	Pequeño Azul y Pequeño Amarillo son dos amigos inseparables que un día se abrazan tan fuerte que se transforman en un solo color verde, irreconocibles incluso para sus propias familias. La pequeña fábula explica con manchas de papel rasgado la alegría de la amistad y el misterio de las mezclas. Publicado originalmente en 1959, es considerado uno de los primeros álbumes ilustrados modernos y una obra maestra de Leo Lionni.	3 - 5 AÑOS	1002
9788416578085	La gran fábrica de las palabras		Agnès de Lestrade	Tramuntana	En un país silencioso donde para hablar hay que comprar y tragar las palabras, el pequeño Bruno solo tiene tres palabras en el bolsillo para declararle su amor a la bella Cibelle. Cuando llega el momento descubre que a veces los sentimientos más profundos no necesitan palabras valiosas sino sinceras. Un álbum poético y tierno ilustrado por Valeria Docampo que se ha convertido en un favorito para hablar del valor de las palabras.	3 - 5 AÑOS	1002
9788448825959	Dinosaurios	Un viaje a la prehistoria en tres dimensiones	Varios autores	Beascoa	Un recorrido tridimensional por el mundo de los dinosaurios en el que gigantescos herbívoros, feroces carnívoros y enormes reptiles marinos cobran vida al abrir cada página gracias a sus desplegables, solapas y lengüetas interactivas. Los lectores viajan a la era mesozoica descubriendo datos fascinantes sobre la vida prehistórica. Un libro pop-up de gran formato ideal para despertar la curiosidad científica de los más pequeños.	LIBROS POP UP	1012
9788420482880	Charlie y la fábrica de chocolate		Roald Dahl	Alfaguara	Charlie Bucket es un niño pobre y bondadoso que consigue uno de los cinco billetes dorados escondidos en las chocolatinas de Willy Wonka y obtiene así el pase para visitar la misteriosa fábrica del excéntrico chocolatero. Junto a otros cuatro niños insoportables, Charlie recorre habitaciones llenas de ríos de chocolate, Oompa Loompas y inventos imposibles mientras los demás van siendo eliminados por sus propios defectos. Un clásico universal del humor infantil ilustrado por Quentin Blake y publicado en la colección Alfaguara Clásicos.	9 - 12 AÑOS	1004
9788420482873	Matilda		Roald Dahl	Alfaguara	Matilda Wormwood es una niña prodigio de cinco años, apasionada por los libros, a la que sus padres desprecian y maltratan por considerarla rara. En la escuela debe enfrentarse a la despiadada señorita Trunchbull, pero encontrará una aliada en la dulce señorita Honey y descubrirá que posee unos poderes mentales extraordinarios. Una novela inolvidable sobre el poder de los libros y la justicia infantil, ilustrada por Quentin Blake y publicada en la colección Alfaguara Clásicos.	9 - 12 AÑOS	1004
9788420464473	El pequeño Nicolás		René Goscinny	Alfaguara	Nicolás es un niño francés que narra con una ingenuidad desopilante sus aventuras cotidianas con una pandilla de amigos inolvidables: Alcestes el comilón, Godofredo el presumido, Clotario el último de la clase o Eudes el pegón. Entre sus travesuras en el colegio, las comidas familiares y los partidos de fútbol, descubrimos con humor tierno el universo de la infancia. Ilustrado por Jean-Jacques Sempé, este clásico de Goscinny ha cautivado a varias generaciones de lectores jóvenes.	6 - 8 AÑOS	1003
9788432214233	Manolito Gafotas		Elvira Lindo	Seix Barral	Manolito, un niño con gafas del barrio madrileño de Carabanchel Alto, narra en primera persona sus aventuras con su pandilla, su hermano el Imbécil, su abuelo Nicolás y su madre. Con una mezcla irresistible de coloquialismos, exageraciones y ternura, Manolito retrata la vida de una familia de clase trabajadora española con humor y crítica social. Primer título de la serie creada originalmente para la radio por Elvira Lindo, ganadora del Premio Nacional de Literatura Infantil y Juvenil.	6 - 8 AÑOS	1003
9788420482767	Momo		Michael Ende	Alfaguara	Momo es una niña andrajosa que vive en las ruinas de un anfiteatro a las afueras de una gran ciudad y posee el don extraordinario de saber escuchar a los demás. Cuando unos siniestros hombres grises empiezan a robarle el tiempo a la gente, Momo, junto con la tortuga Casiopea y el maestro Hora, emprenderá una aventura épica para salvar a la humanidad. Una novela fábula imprescindible sobre el valor del tiempo y la amistad, considerada uno de los grandes clásicos de la literatura infantil contemporánea.	9 - 12 AÑOS	1004
9788420471549	La historia interminable		Michael Ende	Alfaguara	Bastián Baltasar Bux, un niño solitario y acomplejado, roba un libro misterioso en una pequeña librería y se descubre atrapado en el mundo de Fantasia, un reino mágico que está siendo devorado por la Nada. Junto al joven guerrero Atreyu y la dragona Fújur, Bastián deberá encontrar a la Emperatriz Infantil y salvar ese universo con su propia imaginación. Una de las grandes novelas fantásticas del siglo XX, traducida por Miguel Sáenz y ganadora del Premio Nacional alemán de Literatura Infantil.	9 - 12 AÑOS	1004
9788415594024	Wonder. La lección de August		R. J. Palacio	Nube de Tinta	August Pullman es un niño de diez años con una severa deformidad facial que nunca ha ido a la escuela porque ha pasado casi toda su vida entrando y saliendo de quirófanos. Cuando sus padres deciden por fin matricularlo en quinto curso, August deberá enfrentarse a las miradas, las burlas y los verdaderos amigos de sus compañeros. Narrada desde múltiples voces, la novela de R. J. Palacio se convirtió en un fenómeno mundial sobre la empatía, la bondad y la aceptación de las diferencias.	9 - 12 AÑOS	1004
9788498672220	Diario de Greg 1	Un pringao total	Jeff Kinney	RBA Molino	Greg Heffley acaba de empezar la secundaria y decide llevar un diario ilustrado en el que relata con dibujos divertidísimos su lucha diaria por sobrevivir entre los mayores del instituto, los abusones, su mejor amigo Rowley y su insufrible hermano mayor Rodrick. Entre estrategias fallidas para hacerse popular y castigos familiares, Greg se convierte en el narrador más sincero y torpe de su generación. Primer título de una serie que ha vendido más de 250 millones de ejemplares en todo el mundo.	6 - 8 AÑOS	1003
9788416290543	Pippi Calzaslargas	Todas las historias	Astrid Lindgren	Blackie Books	Pippi Calzaslargas es una niña pelirroja, increíblemente fuerte y completamente libre que vive sola con un mono y un caballo en Villa Villekula mientras su padre navega por mares lejanos como capitán pirata. Sus aventuras junto a sus amigos Tommy y Annika desafían todas las normas de los adultos y reivindican la rebeldía y la alegría infantil. Esta edición omnibus de Blackie Books reúne por primera vez los tres libros originales de Astrid Lindgren en un solo volumen.	6 - 8 AÑOS	1003
9788434894099	Fray Perico y su borrico		Juan Muñoz Martín	SM	Fray Perico es un fraile bonachón y despistado que llega al convento de San Francisco de Salamanca montado en su inseparable borrico Calcetín, sembrando el caos entre los veinte frailes que vivían en la más absoluta tranquilidad. Sus ocurrencias absurdas y su buen corazón trastocarán para siempre la vida conventual y harán reír a los lectores más jóvenes. Ganador del Premio El Barco de Vapor en 1979, es uno de los libros infantiles españoles más vendidos de todos los tiempos.	6 - 8 AÑOS	1003
9788421634202	Kika Superbruja, detective		Knister	Bruño	Kika Superbruja es una niña aparentemente normal que esconde un libro de magia heredado de una auténtica bruja y que le permite realizar trucos extraordinarios cuando nadie la ve. En esta aventura deberá emplear todos sus hechizos y su astucia para resolver el misterioso robo de la bicicleta de su madre y desenmascarar al ladrón más escurridizo de la ciudad. Primera entrega de una serie de misterio infantil que ha cosechado millones de lectores en toda Europa.	6 - 8 AÑOS	1003
9788408047544	Mi nombre es Stilton, Geronimo Stilton		Geronimo Stilton	Destino	Geronimo Stilton es un ratón algo miedoso y pedante, director del periódico más famoso de Ratonia, La Gaceta del Ratón, cuya vida monótona cambia por completo cuando aparece en su casa la pequeña Tea con ganas de aventuras. Entre persecuciones, misterios y situaciones absurdas, Geronimo descubrirá que una vida tranquila no siempre es la mejor opción. Primer título de la serie italiana creada por Elisabetta Dami, publicado en España por Destino con el formato ilustrado a todo color característico de la colección.	6 - 8 AÑOS	1003
9788498386264	El ladrón del rayo		Rick Riordan	Salamandra	Percy Jackson es un chico de doce años problemático que descubre, tras un extraño incidente con su profesora de matemáticas, que es hijo de un dios del Olimpo. Acusado de robar el rayo de Zeus, Percy emprende junto a sus amigos Grover y Annabeth una aventura a través de Estados Unidos para recuperarlo antes del solsticio de verano y evitar una guerra entre los dioses. Primera entrega de la saga Percy Jackson y los dioses del Olimpo que Rick Riordan inició en 2005.	9 - 12 AÑOS	1004
9788498382372	Coraline		Neil Gaiman	Salamandra	Coraline Jones es una niña curiosa que se acaba de mudar con sus padres a una casa vieja y aburrida en la que descubre una puerta tapiada que conduce a un mundo paralelo inquietante. Allí conoce a su otra madre y a su otro padre, dos figuras con botones por ojos que parecen prestarle más atención que los verdaderos, pero su amor esconde una amenaza terrible. Una novela breve y escalofriante de Neil Gaiman ilustrada por Dave McKean que ganó la medalla Carnegie y el premio Hugo.	9 - 12 AÑOS	1004
9788478442010	Caperucita en Manhattan		Carmen Martín Gaite	Siruela	Sara Allen es una niña de diez años que vive en Brooklyn y sueña con atravesar Manhattan a solas para llevarle una tarta de fresa a su abuela. Su encuentro nocturno con el millonario del pastel, miss Lunatic y un misterioso lobo la llevará a una aventura llena de libertad, imaginación y descubrimiento. Publicada en la colección Las Tres Edades, es una relectura moderna del clásico de Caperucita Roja realizada por la novelista salmantina Carmen Martín Gaite.	9 - 12 AÑOS	1004
9788467561357	Los Futbolísimos 1	El misterio de los árbitros dormidos	Roberto Santiago	SM	Los Futbolísimos son el equipo de fútbol alevín del Soto Alto, un grupo de siete amigos que descubren que todos los árbitros que arbitran sus partidos se quedan dormidos misteriosamente en medio del campo. Si no resuelven el enigma en siete días, su equipo descenderá irremediablemente de categoría. Primera entrega de una de las series infantiles españolas más exitosas de la última década, ilustrada por Enrique Lorenzo.	9 - 12 AÑOS	1004
9788420464466	Konrad o el niño que salió de una lata de conservas		Christine Nöstlinger	Alfaguara	La excéntrica señora Bartolotti recibe por correo una enorme lata de conservas que contiene a un niño de siete años perfectamente educado llamado Konrad. Cuando la empresa que lo fabricó se da cuenta del error e intenta recuperarlo, Bartolotti y Konrad urden un plan para que el niño parezca tan maleducado que nadie lo quiera devolver. Novela humorística de la austriaca Christine Nöstlinger, ganadora del premio Hans Christian Andersen, publicada en Alfaguara.	9 - 12 AÑOS	1004
9788426139160	Cuentos por teléfono		Gianni Rodari	Juventud	El señor Bianchi es un viajante italiano que solo puede llamar a su hija por la noche para contarle un cuento breve antes de dormir, así que cada relato debe caber en los pocos minutos que dura la llamada de larga distancia. El libro recoge setenta de esas historias disparatadas, tiernas y poéticas que el autor italiano convirtió en un clásico de la literatura infantil moderna. Publicado originalmente en 1962, este libro de Gianni Rodari celebra la imaginación liberadora como herramienta educativa.	6 - 8 AÑOS	1003
9788420466781	El pequeño vampiro		Angela Sommer-Bodenburg	Alfaguara	Antón es un niño fascinado por las historias de terror que recibe una noche la visita de Rüdiger, un pequeño vampiro con capa negra y dientes puntiagudos, con quien entabla una insólita amistad. Juntos descubrirán cementerios, volarán sobre los tejados y se enfrentarán a los peligros de los adultos que no creen en vampiros. Primer título de una serie alemana traducida a decenas de idiomas y convertida en clásico del terror infantil juvenil.	6 - 8 AÑOS	1003
9788420482378	El maravilloso Mago de Oz		L. Frank Baum	Alfaguara	Un ciclón arranca la casa de la pequeña Dorothy del estado de Kansas y la deposita en el mágico país de Oz, donde la protagonista emprende un largo viaje por el camino de baldosas amarillas para pedirle al poderoso Mago que la devuelva a casa. Por el camino se le unen un Espantapájaros sin cerebro, un Leñador de Hojalata sin corazón y un León cobarde que también buscan al Mago. Clásico absoluto de la literatura infantil estadounidense publicado originalmente en 1900 y reeditado en la colección Alfaguara Clásicos.	9 - 12 AÑOS	1004
9788415723004	Corazón de Tinta		Cornelia Funke	Siruela	Meggie y su padre Mortimer, un encuadernador apodado Lengua de Brujo, comparten un secreto extraordinario: cuando él lee un libro en voz alta, los personajes pueden escapar de las páginas al mundo real. Cuando el malvado Capricornio, salido hace años del libro Corazón de Tinta, reaparece para vengarse, padre e hija tendrán que emprender una aventura peligrosa para devolverlo a su historia. Primer volumen de la trilogía Mundo de Tinta de la alemana Cornelia Funke, publicada en la colección Las Tres Edades de Siruela.	9 - 12 AÑOS	1004
9788416368471	Mi primer Diccionario Larousse		Larousse Editorial	Larousse	Diccionario infantil ilustrado que presenta dos mil palabras del vocabulario más frecuente de los niños, cada una con su definición sencilla y un ejemplo tomado del mundo de la familia, los amigos y la escuela. Incluye veinte láminas temáticas con ilustraciones realistas de animales, árboles, frutas, verduras, instrumentos musicales y medios de transporte para que los pequeños aprendan mientras juegan. Recomendado a partir de los cinco años, es uno de los títulos más vendidos de Larousse Infantil en el mercado hispanoamericano.	VOCABULARIO	1011
9781474963558	Mi primer libro sobre el cuerpo humano		Varios autores	Usborne	Libro informativo para los más pequeños que explica de forma clara y entretenida cómo funciona el cuerpo humano por dentro, con solapas que se levantan para descubrir los huesos, los músculos, los pulmones o el corazón. Las ilustraciones y los textos sencillos invitan a padres e hijos a compartir un primer acercamiento a la anatomía y la fisiología. Publicado por Usborne dentro de su colección de divulgación infantil ampliamente distribuida en el mercado latinoamericano.	INFORMATIVOS	1008
9788430570065	100 cosas que deberías saber sobre los Dinosaurios		Steve Parker	Susaeta	Libro de divulgación científica para niños que recoge cien datos fascinantes sobre los dinosaurios organizados por temas, desde su clasificación en los distintos periodos geológicos hasta sus hábitos alimenticios, sus defensas y sus sorprendentes récords. Las ilustraciones a todo color y las infografías facilitan el acceso a los contenidos más curiosos de la paleontología. Publicado por Susaeta en la colección 100 Cosas Que Deberías Saber, es uno de los informativos infantiles más populares en el mercado hispanohablante.	INFORMATIVOS	1008
